MH2,MH3,MH5,SAP,SSN,DESCRIPTION,Sales Quantity,Online Sales Quantity,% Online Sales,Gross Sales,Margin %,Total Stock ,DC Stock ,Total Wks Cover,DC Cover
SOCKS,SOCKS1,SOC_M_INL,105782000,CORE,Nike Cushion Crew Sock 3Pack White,167,1,0.60%,"2,126",53.40%,3797,3321,22.74,19.89
GAELIC,GAA_CORE_STOCK,GAA_BALL,3451001,CORE,O'Neills Intercounty Football Size 5,122,19,15.57%,"2,118",33.10%,1493,906,12.24,7.43
FOOTWEAR_BOYS,JNR_BOYS_FW,JNRBOYSFW,1123270,22Q1,Nike Air Max Bolt Jnr Boy Blue/White,41,12,29.27%,"2,116",47.40%,187,47,4.56,1.15
FOOTWEAR_BOYS,JNR_BOYS_FW,JNRBOYSFW,1127194,22Q2,Nike Court Borough Low 2 Junior Grey,75,23,30.67%,"2,105",41.90%,509,238,6.79,3.17
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_K_FBB,1124412,22Q1C,Umbro Rapture Kids FG Blue/Black,81,6,7.41%,"2,102",9.70%,1027,0,12.68,0
FOOTWEAR_MEN,MEN_PERF_FW,MENSWLKFW,1082605,ESS,Asics Gel Mission Mens FW Black/Carbon,35,7,20.00%,"2,088",51.00%,581,110,16.6,3.14
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_FBOOT,1099242,ESS,Puma King Top SG Black/White,21,1,4.76%,"2,084",38.20%,668,181,31.81,8.62
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_FLJ,1118633,21Q3,McKinley Wmns Bernarda Fleece Fzip Pink,74,2,2.70%,"2,082",31.80%,2191,1525,29.61,20.61
SWIM,SWIM_HARDWARE,SW_K_SOC,1045419,CORE,Speedo Jnr Pool Socks Pink,206,17,8.25%,"2,081",55.90%,3568,2667,17.32,12.95
RUGBY,RUGBY_REPLICA,RIRE_LW,1118112,21Q3,Canterbury IRFU 21 Gym Short Blk,74,15,20.27%,"2,073",32.30%,1045,614,14.12,8.3
SWIM,SWIMWEAR,S_INL_MSH,1103167,ESS,Nike Essential Lap 5 Mens Shorts Green,87,3,3.45%,"2,072",54.20%,670,290,7.7,3.33
FOOTWEAR_WOMEN,WOMEN_STYLE_FW,LDSSTYLFW,1114451,CORE,Nike Venture Runner Womens Fw Black,32,7,21.88%,"2,070",47.50%,809,274,25.28,8.56
APPAREL_MEN,MEN_TRAIN_APP,M_FLEE_JP,1107165,22Q1,UA Armour Fleece Joggers Mens Black,36,4,11.11%,"2,069",60.30%,1079,582,29.97,16.17
APPAREL_MEN,MEN_TRAIN_APP,M_FLEE_JP,1107760,CORE,UA Rival Fleece Joggers Mens Pitch Grey,45,,0.00%,"2,068",45.80%,939,601,20.87,13.36
APPAREL_GIRLS,GIRL_TRAIN_APP,G_1\/2_ZT,1116748,22Q1,Nike Girls DF LS Run Halfzip Black,53,1,1.89%,"2,061",51.70%,743,195,14.02,3.68
FOOTWEAR_GIRLS,KIDS_GIRLS_FW,KIDGIRLFW,1111303,22Q1,Nike Air Max Bolt Kid Girls Run Wht/Blk,34,3,8.82%,"2,061",47.30%,1139,664,33.5,19.53
FOOTWEAR_GIRLS,INF_GIRLS_FW,INFGIRLFW,1115459,21Q4,Skechers Heart Lights Inf Girl Fw Purple,65,2,3.08%,"2,055",48.10%,831,102,12.78,1.57
GAELIC,GAA_REPLICA,TIP_TK,1113624,GAATK,O'Neills Tipperary 21 Home Jersey Blue,30,2,6.67%,"2,055",40.70%,671,446,22.37,14.87
FOOTWEAR_BOYS,KIDS_BOYS_FW,KIDBOYSFW,1120357,22Q1,Nike Air Max Bolt Kid Boy Run Black/Grey,34,4,11.76%,"2,051",48.40%,943,448,27.74,13.18
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_J_FBB,1122850,22Q1C,Umbro Rapture Jnr FG Velcro Pink,78,17,21.79%,"2,042",45.30%,516,308,6.62,3.95
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_BASKET,1098557,21Q4,Nike Dominate 8P Basketball 7 Amber/Blk,121,2,1.65%,"2,033",47.30%,1236,833,10.21,6.88
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSWLKFW,1082602,ESS,Asics Gel-Mission Wmns FW Black,34,20,58.82%,"2,031",51.10%,1209,499,35.56,14.68
GAELIC,GAA_CORE_STOCK,GAA_GRIPS,1026142,CORE,Karakal PU Super Hurling X-Long Grip,340,2,0.59%,"2,029",55.50%,3078,856,9.05,2.52
GAELIC,GAA_CORE_STOCK,GAA_HELMT,1079494,ESS,Azzurri Hurling Helmet Black,50,7,14.00%,"2,018",36.30%,132,10,2.64,0.2
FOOTWEAR_MEN,MEN_PERF_FW,MNSHIKEFW,1124595,22Q1,THE NORTH FACE Venture Fasthike II Wp Nv,20,2,10.00%,"2,000",49.10%,971,465,48.55,23.25
SOCCER,SOCCER_REPLICA,SIRE_LW,1118298,21Q3,Umbro FAI 21 QZ Top Black,38,2,5.26%,"1,990",43.10%,1261,591,33.18,15.55
FOOTWEAR_MEN,MEN_PERF_FW,MENSRUNFW,1116315,21Q3,Asics Gel-Kayano 28 Mens Run Blue/Yellow,13,1,7.69%,"1,989",42.80%,136,8,10.46,0.62
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_JKT,1107874,21Q3,McKinley Ricos Boys Jacket Pad HD Black,110,12,10.91%,"1,986",-16.70%,516,218,4.69,1.98
APPAREL_MEN,MEN_TRAIN_APP,M_INL_FZJ,1118631,21Q3,McKinley Mens Jebel Jacket Blue,63,4,6.35%,"1,977",3.60%,966,693,15.33,11
SOCCER,SOCCER_REPLICA,MUFC_TK,1117540,21Q3,adidas Man Utd FC 21 Away Jersey White,36,5,13.89%,"1,973",12.30%,359,155,9.97,4.31
SWIM,SWIM_HARDWARE,SW_A_GOG,1083941,CORE,Speedo Futura Bio-Fuse Flexi Wmn Goggle,79,1,1.27%,"1,954",54.90%,860,467,10.89,5.91
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_TRAX,1125639,22Q1,Adidas PREDATOR EDGE.3 FG Black,22,4,18.18%,"1,944",41.60%,201,70,9.14,3.18
SOCKS,SOCKS1,SOC_M_INL,1100327,CORE,Nike Cushion Quarter 3 Pack Socks Black,163,1,0.61%,"1,939",49.50%,2613,2089,16.03,12.82
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1122778,22Q1,Hoka Bondi 7 Women Run BlueFog/BlueGlass,13,3,23.08%,"1,935",47.30%,23,6,1.77,0.46
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSWLKFW,1115486,ESS,Skechers Arch Fit Womens Fw Black,23,7,30.43%,"1,930",48.90%,556,167,24.17,7.26
APPAREL_MEN,MEN_TRAIN_APP,M_INL_TSH,1123830,22Q1,UA Men's Tech 2.0 SS Tee Blue,69,2,2.90%,"1,918",52.50%,1333,990,19.32,14.35
APPAREL_MEN,MEN_TRAIN_APP,M_FZ_HDD,1117107,22Q1,Nike Mens Therma Hood Fullzip Black,43,4,9.30%,"1,917",33.90%,536,186,12.47,4.33
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_FLEE_JP,1111781,22Q1,Nike Wmns Dry Get Fit Flc Pant Black,35,1,2.86%,"1,917",51.00%,506,176,14.46,5.03
APPAREL_GIRLS,GIRL_TRAIN_APP,G_SWEAT,1123277,22Q1,Nike Girls NSW FT BF Crew Pink,54,1,1.85%,"1,916",49.40%,652,307,12.07,5.69
APPAREL_BOYS,BOYS_TRAIN_APP,B_FLE_JP,1116979,22Q1,UA Boys Armour Fleece Joggers Black,89,1,1.12%,"1,902",26.50%,324,60,3.64,0.67
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1122353,22Q1,Asics Gel-Pulse 13 Womens Run Black/Pink,19,1,5.26%,"1,900",51.60%,1021,467,53.74,24.58
APPAREL_MEN,MEN_TRAIN_APP,M_1\/2_ZT,1114544,22Q1,UA Mens Armour Fleece Half Zip Black,35,1,2.86%,"1,898",52.90%,651,238,18.6,6.8
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_TRAX,1125635,22Q1,Adidas COPA SENSE.3 FG Navy,24,5,20.83%,"1,896",46.80%,105,36,4.38,1.5
GAELIC,GAA_CORE_STOCK,GAA_KGLOV,1056518,CORE,Karakal Kids Glove Blk/Yell,190,5,2.63%,"1,888",64.90%,674,133,3.55,0.7
SOCCER,SOCCER_REPLICA,SIRE_LW,1118333,21Q3,Umbro FAI 21 QZ Top Kids Black,46,2,4.35%,"1,880",40.90%,535,170,11.63,3.7
APPAREL_BOYS,BOYS_TRAIN_APP,B_TSUIT,1123348,22Q1,Nike Kids DF ACD21 Tsuit K Blue,47,5,10.64%,"1,877",35.80%,681,347,14.49,7.38
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_FBOOT,1125644,22Q1,Adidas COPA SENSE.3 SG Black,24,,0.00%,"1,872",46.10%,169,48,7.04,2
FOOTWEAR_MEN,MEN_PERF_FW,MENSWLKFW,1115500,22Q2,Skechers Arch Fit Mens Lace Up Fw Navy,22,,0.00%,"1,870",47.40%,689,375,31.32,17.05
GAELIC,GAA_CORE_STOCK,GAA_BALL,3453001,CORE,O'Neills Size 5 Football Wht,39,5,12.82%,"1,858",37.90%,495,186,12.69,4.77
KEEPFIT,KPF_MACHINE,KPFTBIKES,1090350,21/22,NordicTrack GX 2.7 U,4,2,50.00%,"1,854",40.20%,131,107,32.75,26.75
FOOTWEAR_MEN,MEN_PERF_FW,MENSTRLFW,1115933,21Q4,Asics Gel-Venture 8 AWL Men Run Blue/Yel,25,1,4.00%,"1,841",47.50%,267,108,10.68,4.32
APPAREL_MEN,MEN_TRAIN_APP,M_WVN_JP,1126712,22Q1,Nike M NK DF ACD21 Pant Navy,46,1,2.17%,"1,834",49.30%,695,281,15.11,6.11
GAELIC,GAA_CORE_STOCK,GAA_GLOVE,1026089,CORE,"ATAK Sports Trax Glove, Yellow",121,3,2.48%,"1,807",54.10%,1363,933,11.26,7.71
RUGBY,RUGBY_REPLICA,RIRE_LW,1118098,21Q3,Canterbury IRFU 21 Midlay QZ Kid Top Grn,69,11,15.94%,"1,799",32.90%,1447,725,20.97,10.51
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_TRAX,1099243,ESS,Puma King Top FG Black/White,18,,0.00%,"1,799",38.40%,155,0,8.61,0
APPAREL_BOYS,BOYS_TRAIN_APP,BTRAIN_CG,1065541,ESS,Canterbury ThermoReg Kid Cold Legging Bk,67,1,1.49%,"1,799",43.40%,517,127,7.72,1.9
FOOTWEAR_GIRLS,KIDS_GIRLS_FW,KIDGIRLFW,1123381,22Q1,Nike Air Max Bolt Kid Girls Run Blue/Wht,33,1,3.03%,"1,797",42.90%,260,144,7.88,4.36
FOOTWEAR_BOYS,KIDS_BOYS_FW,KIDBOYSFW,1116280,22Q2,adidas Racer TR21 Kid Boy Fw Black/White,34,4,11.76%,"1,790",52.90%,952,299,28,8.79
GAELIC,GAA_CORE_STOCK,GAA_HURLY,1124548,ESS,"Reydon Murphys Wexford Hurley 24""Mult",72,3,4.17%,"1,790",43.30%,153,67,2.13,0.93
FOOTWEAR_GIRLS,KIDS_GIRLS_FW,KGSFWRUN,1133910,22Q2,adidas Run Falcon 2.0 K Blue,52,,0.00%,"1,788",40.30%,822,484,15.81,9.31
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1115964,21Q3,Asics Gel-Pulse 13 Wmns Run Rose/Bronze,18,3,16.67%,"1,785",51.20%,338,102,18.78,5.67
APPAREL_MEN,MEN_TRAIN_APP,M_FLEE_JP,97266000,ESS,Canterbury Combination Sweat Pant Blk,40,4,10.00%,"1,778",53.60%,690,378,17.25,9.45
KEEPFIT,KPF_MACHINE,KPFTSPIN,1115531,21/22,Rotocycle Fusion Spin Bike Black,5,1,20.00%,"1,773",44.10%,237,211,47.4,42.2
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_SHORTS,1111802,CORE,Nike Wmns Pro 365 Short 3 Black,59,6,10.17%,"1,772",53.70%,467,105,7.92,1.78
GAELIC,GAA_REPLICA,KER_TK,1131257,GAATK,O'Neills Kerry 22 Home Jersey Grn,26,5,19.23%,"1,771",40.40%,474,245,18.23,9.42
FOOTWEAR_WOMEN,WOMEN_STYLE_FW,LDSSTYLFW,1127659,22Q2,Nike Air Max SC Womens FW Black/Wht,22,4,18.18%,"1,759",41.40%,833,386,37.86,17.55
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_K_FBB,1125651,22Q1,Adidas X SPEEDFLOW.3 FG J Blue,39,1,2.56%,"1,756",48.70%,259,168,6.64,4.31
APPAREL_GIRLS,GIRL_TRAIN_APP,G_INL_JKT,1118627,21Q3,McKinley Girls Ricos Jacket Pink,97,20,20.62%,"1,746",21.40%,679,358,7,3.69
SOCCER,SCR_CORE_PROD,SCR_BALL,1116052,CORE,Mitre Ultimatch Plus Football White,60,4,6.67%,"1,729",39.80%,972,653,16.2,10.88
APPAREL_MEN,MEN_TRAIN_APP,M_FZ_HDD,1116112,22Q1,adidas Mens MT Fullzip Grey,36,1,2.78%,"1,728",37.50%,439,197,12.19,5.47
FOOTWEAR_MEN,MEN_PERF_FW,MENSRUNFW,1115921,21Q4,Asics Gel-Excite 8 AWL Mens Run Blue/Yel,24,8,33.33%,"1,728",35.50%,229,118,9.54,4.92
FOOTWEAR_GIRLS,INF_GIRLS_FW,INFGIRLFW,1118614,21Q4,Skechers Heart Lights Inf Girl Fw Blu/Pk,55,4,7.27%,"1,728",48.30%,560,30,10.18,0.55
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_TSH,1123340,22Q1,Nike Kids DF ACD21 Top SS  Blue,124,13,10.48%,"1,727",53.40%,483,137,3.9,1.1
SOCCER,SOCCER_REPLICA,SIRE_TD,1118365,21Q4,Umbro FAI 21 Away Jersey Orange,23,4,17.39%,"1,725",43.30%,877,511,38.13,22.22
FOOTWEAR_WOMEN,WOMEN_STYLE_FW,LDSSTYLFW,1120235,CORE,Nike Tanjun Womens Fw Black/White/Pink,25,5,20.00%,"1,715",51.40%,887,351,35.48,14.04
RUGBY,RUGBY_REPLICA,RIRE_LW,1118129,21Q3,Canterbury IRFU Eco Poly Tee Green,68,13,19.12%,"1,708",24.60%,892,461,13.12,6.78
FOOTWEAR_MEN,MEN_STYLE_FW,MENSSTYFW,1123162,22Q1,Nike Air Max LTD 3 Mens Fw Black/Red,14,3,21.43%,"1,706",40.90%,186,46,13.29,3.29
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1116327,21Q4,UA Charged Rogue 2.5 Storm Wmns Fw Black,36,11,30.56%,"1,697",24.40%,334,108,9.28,3
SOCCER,SOCCER_REPLICA,SIRE_LW,1118311,21Q4,Umbro FAI 90 Woven Track Jacket White,21,10,47.62%,"1,696",43.30%,215,69,10.24,3.29
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_LST,1124642,22Q1,ENERGETICS Cusca II wms 1/2 ZIP Pink,59,3,5.08%,"1,690",68.40%,1401,922,23.75,15.63
APPAREL_BOYS,BOYS_TRAIN_APP,B_1\/2_ZT,1128977,21Q4,NIKE Dri-Fit Kids STRKE21 DRIL TOP Blue,73,5,6.85%,"1,685",25.50%,149,0,2.04,0
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSCTRFW,1123067,22Q2,Nike Legend Essential 2 Women Blk/Wht,29,14,48.28%,"1,681",45.40%,447,265,15.41,9.14
KEEPFIT,KPF_MACHINE,KPFTROWER,1121604,21/22,NordicTrack RW600 Rower Black/Silver,2,2,100.00%,"1,678",16.40%,66,54,33,27
FOOTWEAR_MEN,MEN_STYLE_FW,MENSSTYFW,1110587,CORE,Nike Venture Runner Mens Fw Navy/White,26,,0.00%,"1,667",44.50%,608,156,23.38,6
APPAREL_GIRLS,GIRL_TRAIN_APP,G_SHORTS,1111286,22Q1,Nike Girls Pro 3IN Short Black,87,11,12.64%,"1,665",50.70%,1663,1178,19.11,13.54
GAELIC,GAA_CORE_STOCK,GAA_SHT,37605000,CORE,O'Neills Mourne 3 Stripe Short Navy/Sky,84,3,3.57%,"1,664",46.60%,515,115,6.13,1.37
FOOTWEAR_MEN,MEN_PERF_FW,MENSRUNFW,1115910,21Q3,Asics Gel-Zone 8 Mens Run Blue/White,19,2,10.53%,"1,663",45.50%,157,11,8.26,0.58
FOOTBALL_BOOT,RUGBY_BOOTS,RUG_FBB,1076276,21Q3,Canterbury Phoenix Raze SG Blk/Red,26,1,3.85%,"1,661",50.10%,430,147,16.54,5.65
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1123873,22Q1,UA Charged Vantage 2 Womens Run Blck/Wht,21,2,9.52%,"1,660",51.40%,856,290,40.76,13.81
SWIM,SWIM_HARDWARE,SW_K_SOC,1045418,CORE,Speedo Jnr Pool Socks Blue,165,21,12.73%,"1,649",55.20%,3987,3069,24.16,18.6
SWIM,SWIMWEAR,SW_GSW,1124160,CORE,SPEEDO Digital Placement Splashback Blk,59,1,1.69%,"1,638",53.10%,1169,868,19.81,14.71
SOCCER,SOCCER_REPLICA,SIRE_LW,1125210,22Q1,Umbro FAI 22 Warm Up Jersey Black,33,4,12.12%,"1,638",44.50%,693,389,21,11.79
APPAREL_MEN,MEN_TRAIN_APP,M_FZ_HDD,1120011,22Q1,Nike Mens TF Hoodie Full Zip Green,41,1,2.44%,"1,634",26.00%,239,70,5.83,1.71
GAELIC,GAA_REPLICA,OFF_TK,1132206,GAATK,O'Neills Offaly 22 Home Kids Jersey Grn,36,8,22.22%,"1,617",29.80%,200,149,5.56,4.14
SOCCER,SCR_CORE_PROD,SCR_BALL,1120689,21Q3,Umbro Rapture Ball Size 5 Green,150,1,0.67%,"1,614",45.10%,1291,591,8.61,3.94
FOOTWEAR_BOYS,KIDS_BOYS_FW,KIDBOYSFW,1120359,22Q1,Nike Air Max Excee Kid Boys Run Blck/Gry,24,7,29.17%,"1,610",48.50%,292,97,12.17,4.04
FOOTWEAR_MEN,MEN_PERF_FW,MENSRUNFW,1115890,P2203,Asics Novablast 2 COS Mens Run Grey/Blue,23,19,82.61%,"1,607",3.10%,24,7,1.04,0.3
APPAREL_BOYS,BOYS_TRAIN_APP,B_WVN_JP,1123338,22Q1,Nike Kids DF ACD21 Pant KPZ  Blue,50,4,8.00%,"1,601",51.40%,865,471,17.3,9.42
APPAREL_BOYS,BOYS_TRAIN_APP,B_TSUIT,1126715,21Q4,Nike Kids DF ACD21 Tsuit Navy,43,6,13.95%,"1,597",24.70%,431,35,10.02,0.81
FOOTWEAR_MEN,MEN_PERF_FW,MENSRUNFW,1117286,21Q3,Brooks Adrenaline GTS 21 Men Fw Navy/Wht,15,,0.00%,"1,596",35.90%,182,9,12.13,0.6
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSRUNFW,1115965,21Q4,Asics Gel-Pulse 13 AWL Wmn Run Blue/Pink,18,6,33.33%,"1,593",42.80%,236,102,13.11,5.67
SWIM,SWIMWEAR,SW_LSW,1124185,22Q1,SPEEDO Hyperboom Splice Legsuit Black,33,3,9.09%,"1,584",55.70%,448,193,13.58,5.85
FOOTWEAR_MEN,MEN_PERF_FW,MENSRUNFW,1123887,22Q1,UA Charged Vantage 2 Mens Run Black/Wht,20,3,15.00%,"1,576",51.30%,819,327,40.95,16.35
FOOTWEAR_BOYS,JNR_BOYS_FW,JNRBOYSFW,1120380,21Q4,Nike Air Max Bolt Jnr Boys Fw Black/Grey,30,1,3.33%,"1,576",48.30%,200,11,6.67,0.37
KEEPFIT,KPF_MACHINE,KPFTBIKES,1100023,21/22,Proform 325 CSX +,3,3,100.00%,"1,575",37.50%,163,127,54.33,42.33
APPAREL_MEN,MEN_TRAIN_APP,M_1\/2_ZT,1119110,21Q4,UA Mens Armour Fleece Halfzip Green,45,2,4.44%,"1,573",24.10%,379,164,8.42,3.64
FOOTWEAR_WOMEN,WOMEN_STYLE_FW,LDSSTYLFW,1111361,22Q1,Nike Wearallday Womens Black,23,4,17.39%,"1,568",48.00%,824,250,35.83,10.87
FOOTWEAR_MEN,MEN_PERF_FW,MENSCTRFW,1118602,21Q3,Skechers Flex Advantage 4.0 Men Fw Gy/Ny,40,6,15.00%,"1,564",29.10%,161,2,4.03,0.05
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_K_FBB,1125648,22Q1,Adidas PREDATOR EDGE.3 FG J Blue,32,3,9.38%,"1,563",47.50%,315,105,9.84,3.28
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_TSH,1126040,22Q2,adidas Boys FI 3S  Tee Black,72,2,2.78%,"1,562",54.00%,838,398,11.64,5.53
RUGBY,RUGBY_REPLICA,RIRE_LW,1118134,21Q3,Canterbury IRFU Eco Poly Kids Tee Green,98,6,6.12%,"1,562",3.60%,1882,1283,19.2,13.09
KEEPFIT,KPF_MACHINE,KPFTASSAU,1110876,21/22,Rotocycle X Air Bike Black,6,3,50.00%,"1,560",38.20%,59,19,9.83,3.17
SWIM,SWIMWEAR,SW_LSW,1124183,CORE,SPEEDO Hyperboom Splice Muscleback Black,37,1,2.70%,"1,559",46.70%,752,467,20.32,12.62
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSTRLFW,1115978,22Q1,Asics Gel-Sonoma 6 GTX Wmn Run Blk/Metro,16,2,12.50%,"1,555",46.90%,282,72,17.63,4.5
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_TSH,1117051,CORE,Nike Wmns One DF Tee Black,52,,0.00%,"1,550",50.10%,541,103,10.4,1.98
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_TIGHTS,1115740,21Q3,Nike Wmns Pro TF Tight Black,53,13,24.53%,"1,548",13.90%,225,65,4.25,1.23
SWIM,SWIMWEAR,SW_LSW,1112841,CORE,Speedo Boom Logo Splice Muscleback Black,39,,0.00%,"1,548",44.50%,959,511,24.59,13.1
RUGBY,RUGBY_REPLICA,RIRE_LW,1105416,21Q3,Canterbury IRFU 20 Logo Hoody Green,52,10,19.23%,"1,542",19.00%,553,187,10.63,3.6
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSHIKEFW,1116485,21Q3,The North Face Venture FhikeII WP Wn Grn,25,3,12.00%,"1,540",35.00%,372,110,14.88,4.4
APPAREL_MEN,MEN_TRAIN_APP,M_WVN_JP,1112316,CORE,adidas Mens STANFRD Pant Black,39,3,7.69%,"1,538",55.20%,1068,599,27.38,15.36
GAELIC,GAA_CORE_STOCK,GAA_SOC,1059860,CORE,O'Neills Midi Green/White,130,6,4.62%,"1,531",50.70%,370,57,2.85,0.44
RUGBY,RUG_CORE_STOCK,RUG_GUMSH,1090319,CORE,Opro Shield Snap-Fit Jnr White,308,4,1.30%,"1,528",59.60%,1279,645,4.15,2.09
BAG_CAP_SCARF,BAGS,BAG_M_HDA,1123363,CORE,Nike Brasilia 9.5 Duffel Bag Medium Blac,44,2,4.55%,"1,525",50.30%,186,58,4.23,1.32
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_TGT,1123188,22Q1,Nike Wmns DF Fast Tight Black,31,2,6.45%,"1,520",49.00%,839,468,27.06,15.1
APPAREL_BOYS,BOYS_TRAIN_APP,B_1\/2_ZT,1116902,21Q3,Puma Kids teamLIGA Halfzip Jr Grey,74,1,1.35%,"1,519",45.20%,569,113,7.69,1.53
FOOTWEAR_BOYS,JNR_BOYS_FW,JNRBOYSFW,1113346,21Q3,Skechers Erupters IV Jnr Boy Fw Nvy/Lime,44,4,9.09%,"1,507",48.20%,518,14,11.77,0.32
SWIM,SWIMWEAR,SW_LSW,1124177,22Q1,SPEEDO Plastisol Laneback Black,32,,0.00%,"1,504",55.90%,851,555,26.59,17.34
GAELIC,GAA_CORE_STOCK,GAA_KGLOV,1026087,CORE,"ATAK Sports Kids Neon Glove, Blue",76,4,5.26%,"1,504",54.60%,751,485,9.88,6.38
SWIM,SWIM_HARDWARE,SW_K_GOG,1105962,CORE,Speedo Futura Biofuse Flexiseal Jnr Asso,66,1,1.52%,"1,501",51.80%,91,0,1.38,0
APPAREL_MEN,MEN_TRAIN_APP,TRAIN_CG,1065527,ESS,Canterbury ThermoReg Cold LS Top Black,62,10,16.13%,"1,497",27.50%,435,167,7.02,2.69
APPAREL_MEN,MEN_TRAIN_APP,M_FLEE_JP,1111866,22Q1,Puma Mens RTG Knit Pants Grey,40,,0.00%,"1,495",55.60%,548,218,13.7,5.45
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_TIGHTS,1123143,22Q1,Nike Wmns NY DF HR 7/8 TGHT Blue,28,2,7.14%,"1,494",52.70%,599,352,21.39,12.57
RUGBY,RUGBY_REPLICA,RIRE_LW,1118114,21Q3,Canterbury IRFU 21 Kids Skinny Pant Blk,58,4,6.90%,"1,489",23.60%,1258,793,21.69,13.67
FOOTWEAR_WOMEN,WOMEN_PERF_FW,LDSHIKEFW,1104833,21Q3,Skechers TR Ultra Womens Fw Grey/Blue,33,1,3.03%,"1,489",17.50%,216,31,6.55,0.94
FOOTWEAR_BOYS,JNR_BOYS_FW,JNRBOYSFW,1123269,22Q1,Nike Air Max SC Jnr Boy Fw Grey/Black,43,14,32.56%,"1,488",40.40%,188,59,4.37,1.37
RUGBY,RUGBY_REPLICA,RIRE_LW,1105393,21Q3,Canterbury IRFU 20 Thermoreg Qz Top Grn,30,3,10.00%,"1,485",46.90%,530,262,17.67,8.73
RUGBY,RUGBY_REPLICA,RIRE_LW,1118123,21Q3,Canterbury IRFU 21 Cotton Polo Black,50,8,16.00%,"1,482",32.30%,1100,521,22,10.42
FOOTWEAR_MEN,MEN_PERF_FW,MENSRUNFW,1117283,22Q1,Brooks Ghost 14 Mens Fw Black/Ebony,10,4,40.00%,"1,478",45.90%,270,136,27,13.6
KEEPFIT,KPF_MACHINE,KPFTSPIN,1071555,21/22,Rotocycle Hybrid 250 Black/Green,7,1,14.29%,"1,473",32.80%,638,548,91.14,78.29
APPAREL_MEN,MEN_TRAIN_APP,M_FLEE_JP,90382000,ESS,Canterbury Combination Sweat Pant Navy,33,5,15.15%,"1,465",53.20%,1096,596,33.21,18.06
FOOTWEAR_GIRLS,JNR_GIRLS_FW,JNRGIRLFW,1123264,22Q1,Nike Air Max SC Jnr Girl Fw Grey/Pink,46,15,32.61%,"1,464",34.50%,152,21,3.3,0.46
FOOTWEAR_MEN,MEN_PERF_FW,MENSCTRFW,1123092,ESS,Nike Legend Essential 2 Mens Black/White,25,6,24.00%,"1,464",45.90%,525,313,21,12.52
SOCCER,SOCCER_REPLICA,LFC_LW,1120248,21Q4,Nike Liverpool 21 Travel Hoodie Grey,32,6,18.75%,"1,461",-2.60%,84,11,2.63,0.34
APPAREL_MEN,MEN_TRAIN_APP,M_INL_FZJ,1109681,21Q3,Under Armour Men CG Reactor Hybrid Black,29,14,48.28%,"1,459",-8.90%,114,19,3.93,0.66
APPAREL_MEN,MEN_RUN_APP,ATH_M_JKT,1123245,22Q1,Nike Men's TF RPL Miler Jkt Black,26,,0.00%,"1,459",26.80%,268,107,10.31,4.12
APPAREL_BOYS,BOYS_TRAIN_APP,B_WVN_JP,1112445,22Q1,adidas Kids TIRO21 TR Pant Navy,45,4,8.89%,"1,457",43.50%,887,430,19.71,9.56
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_TIGHTS,1123137,22Q1,Nike Wmns NK One DF MR 7/8 TGT Pink,37,1,2.70%,"1,456",49.50%,988,564,26.7,15.24
GAELIC,GAA_REPLICA,TIP_TK,1113672,GAATK,O'Neills Tipp 21 GK Hm Kid Jersey Multi,28,4,14.29%,"1,456",41.20%,259,208,9.25,7.43
